ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,TrafficLevel,VehicleTypeWeight,Hour,Minute,Month,Date,OccRatio,BasePrice,Alpha,Beta,Gamma,Delta,Epsilon,Price_alpha,Price_beta,Price_gamma,Price_delta,Price_epsilon,PredictedPrice
4850,BHMMBMMBX01,687,20.0000347,78.00000286,521,car,average,2,0,2016-11-25,15:00:00,2,1.0,15,0,11,25,0.7583697234352256,5,1.5,0.09,0.1,0.3,0.2,5.69,0.9,-1.0,0.0,1.0,11.59
4851,BHMMBMMBX01,687,20.0000347,78.00000286,494,car,low,3,0,2016-11-25,15:27:00,1,1.0,15,27,11,25,0.7190684133915575,5,1.8,0.11,0.05,0.3,0.2,6.47,1.65,-0.25,0.0,1.0,13.87
4852,BHMMBMMBX01,687,20.0000347,78.00000286,461,car,low,2,0,2016-11-25,16:00:00,1,1.0,16,0,11,25,0.6710334788937409,5,1.8,0.09,0.05,0.3,0.2,6.04,0.9,-0.25,0.0,1.0,12.69
4853,BHMMBMMBX01,687,20.0000347,78.00000286,411,car,low,2,0,2016-11-25,16:27:00,1,1.0,16,27,11,25,0.5982532751091703,5,1.8,0.09,0.05,0.3,0.2,5.38,0.9,-0.25,0.0,1.0,12.03
4854,BHMMBMMBX01,687,20.0000347,78.00000286,246,cycle,low,2,0,2016-11-26,08:01:00,1,0.3,8,1,11,26,0.35807860262008734,2,3.0,0.09,0.05,0.3,0.06,2.15,0.36,-0.1,0.0,0.04,4.44
4855,BHMMBMMBX01,687,20.0000347,78.00000286,255,cycle,low,3,0,2016-11-26,08:28:00,1,0.3,8,28,11,26,0.37117903930131,2,3.0,0.11,0.05,0.3,0.06,2.23,0.66,-0.1,0.0,0.04,4.82
4856,BHMMBMMBX01,687,20.0000347,78.00000286,267,car,low,2,0,2016-11-26,09:01:00,1,1.0,9,1,11,26,0.388646288209607,5,3.0,0.09,0.05,0.3,0.2,5.83,0.9,-0.25,0.0,1.0,12.48
4857,BHMMBMMBX01,687,20.0000347,78.00000286,302,car,low,3,0,2016-11-26,09:35:00,1,1.0,9,35,11,26,0.4395924308588064,5,3.0,0.11,0.05,0.3,0.2,6.59,1.65,-0.25,0.0,1.0,13.99
4858,BHMMBMMBX01,687,20.0000347,78.00000286,339,truck,low,3,0,2016-11-26,10:01:00,1,1.5,10,1,11,26,0.49344978165938863,10,3.0,0.11,0.05,0.3,0.3,14.8,3.3,-0.5,0.0,4.5,32.1
4859,BHMMBMMBX01,687,20.0000347,78.00000286,377,truck,average,4,0,2016-11-26,10:35:00,2,1.5,10,35,11,26,0.5487627365356623,10,2.5,0.13,0.1,0.3,0.3,13.72,5.2,-2.0,0.0,4.5,31.42
4860,BHMMBMMBX01,687,20.0000347,78.00000286,395,car,average,5,0,2016-11-26,11:01:00,2,1.0,11,1,11,26,0.5749636098981077,5,1.5,0.15,0.1,0.3,0.2,4.31,3.75,-1.0,0.0,1.0,13.06
4861,BHMMBMMBX01,687,20.0000347,78.00000286,411,car,average,5,0,2016-11-26,11:28:00,2,1.0,11,28,11,26,0.5982532751091703,5,1.5,0.15,0.1,0.3,0.2,4.49,3.75,-1.0,0.0,1.0,13.24
4862,BHMMBMMBX01,687,20.0000347,78.00000286,448,car,high,8,0,2016-11-26,12:01:00,3,1.0,12,1,11,26,0.6521106259097526,5,1.2,0.21,0.15,0.3,0.2,3.91,8.4,-2.25,0.0,1.0,16.06
4863,BHMMBMMBX01,687,20.0000347,78.00000286,492,car,high,8,0,2016-11-26,12:28:00,3,1.0,12,28,11,26,0.7161572052401747,5,1.2,0.21,0.15,0.3,0.2,4.3,8.4,-2.25,0.0,1.0,16.45
4864,BHMMBMMBX01,687,20.0000347,78.00000286,542,car,high,8,0,2016-11-26,13:01:00,3,1.0,13,1,11,26,0.7889374090247453,5,1.2,0.21,0.15,0.3,0.2,4.73,8.4,-2.25,0.0,1.0,16.88
4865,BHMMBMMBX01,687,20.0000347,78.00000286,581,car,high,7,0,2016-11-26,13:28:00,3,1.0,13,28,11,26,0.8457059679767104,5,1.2,0.19,0.15,0.3,0.2,5.07,6.65,-2.25,0.0,1.0,15.47
4866,BHMMBMMBX01,687,20.0000347,78.00000286,658,truck,average,4,0,2016-11-26,14:01:00,2,1.5,14,1,11,26,0.9577874818049491,10,1.5,0.13,0.1,0.3,0.3,14.37,5.2,-2.0,0.0,4.5,32.07
4867,BHMMBMMBX01,687,20.0000347,78.00000286,687,car,average,4,0,2016-11-26,14:41:00,2,1.0,14,41,11,26,1.0,5,1.5,0.13,0.1,0.3,0.2,7.5,2.6,-1.0,0.0,1.0,15.1
4868,BHMMBMMBX01,687,20.0000347,78.00000286,681,car,average,3,0,2016-11-26,15:01:00,2,1.0,15,1,11,26,0.9912663755458515,5,1.5,0.11,0.1,0.3,0.2,7.43,1.65,-1.0,0.0,1.0,14.08
4869,BHMMBMMBX01,687,20.0000347,78.00000286,679,car,low,2,0,2016-11-26,15:28:00,1,1.0,15,28,11,26,0.9883551673944687,5,1.8,0.09,0.05,0.3,0.2,8.9,0.9,-0.25,0.0,1.0,15.55
4870,BHMMBMMBX01,687,20.0000347,78.00000286,660,car,low,3,0,2016-11-26,16:01:00,1,1.0,16,1,11,26,0.9606986899563319,5,1.8,0.11,0.05,0.3,0.2,8.65,1.65,-0.25,0.0,1.0,16.05
4871,BHMMBMMBX01,687,20.0000347,78.00000286,611,truck,low,3,0,2016-11-26,16:28:00,1,1.5,16,28,11,26,0.8893740902474527,10,1.8,0.11,0.05,0.3,0.3,16.01,3.3,-0.5,0.0,4.5,33.31
4872,BHMMBMMBX01,687,20.0000347,78.00000286,263,car,low,2,1,2016-11-27,08:02:00,1,1.0,8,2,11,27,0.38282387190684136,5,4.2,0.09,0.05,0.6,0.2,8.04,0.9,-0.25,3.0,1.0,17.69
4873,BHMMBMMBX01,687,20.0000347,78.00000286,264,truck,low,3,1,2016-11-27,08:32:00,1,1.5,8,32,11,27,0.38427947598253276,10,4.2,0.11,0.05,0.6,0.3,16.14,3.3,-0.5,6.0,4.5,39.44
4874,BHMMBMMBX01,687,20.0000347,78.00000286,263,cycle,low,3,1,2016-11-27,09:02:00,1,0.3,9,2,11,27,0.38282387190684136,2,4.2,0.11,0.05,0.6,0.06,3.22,0.66,-0.1,1.2,0.04,7.01
4875,BHMMBMMBX01,687,20.0000347,78.00000286,266,bike,average,4,1,2016-11-27,09:32:00,2,0.5,9,32,11,27,0.38719068413391555,3,3.5,0.13,0.1,0.6,0.1,4.07,1.56,-0.6,1.8,0.15,9.98
4876,BHMMBMMBX01,687,20.0000347,78.00000286,263,car,low,4,1,2016-11-27,10:01:00,1,1.0,10,1,11,27,0.38282387190684136,5,4.2,0.13,0.05,0.6,0.2,8.04,2.6,-0.25,3.0,1.0,19.39
4877,BHMMBMMBX01,687,20.0000347,78.00000286,270,car,average,5,1,2016-11-27,10:32:00,2,1.0,10,32,11,27,0.3930131004366812,5,3.5,0.15,0.1,0.6,0.2,6.88,3.75,-1.0,3.0,1.0,18.63
4878,BHMMBMMBX01,687,20.0000347,78.00000286,278,bike,average,7,1,2016-11-27,11:01:00,2,0.5,11,1,11,27,0.40465793304221254,3,3.5,0.19,0.1,0.6,0.1,4.25,3.99,-0.6,1.8,0.15,12.59
4879,BHMMBMMBX01,687,20.0000347,78.00000286,290,truck,average,7,1,2016-11-27,11:31:00,2,1.5,11,31,11,27,0.42212518195050946,10,3.5,0.19,0.1,0.6,0.3,14.77,13.3,-2.0,6.0,4.5,46.57
4880,BHMMBMMBX01,687,20.0000347,78.00000286,328,car,high,11,1,2016-11-27,12:01:00,3,1.0,12,1,11,27,0.4774381368267831,5,2.8,0.27,0.15,0.6,0.2,6.68,14.85,-2.25,3.0,1.0,28.28
4881,BHMMBMMBX01,687,20.0000347,78.00000286,375,cycle,high,11,1,2016-11-27,12:32:00,3,0.3,12,32,11,27,0.5458515283842795,2,2.8,0.27,0.15,0.6,0.06,3.06,5.94,-0.9,1.2,0.04,11.33
4882,BHMMBMMBX01,687,20.0000347,78.00000286,465,car,high,10,1,2016-11-27,13:08:00,3,1.0,13,8,11,27,0.6768558951965066,5,2.8,0.25,0.15,0.6,0.2,9.48,12.5,-2.25,3.0,1.0,28.73
4883,BHMMBMMBX01,687,20.0000347,78.00000286,499,truck,high,11,1,2016-11-27,13:32:00,3,1.5,13,32,11,27,0.7263464337700145,10,2.8,0.27,0.15,0.6,0.3,20.34,29.7,-4.5,6.0,4.5,66.04
4884,BHMMBMMBX01,687,20.0000347,78.00000286,544,truck,average,6,1,2016-11-27,14:02:00,2,1.5,14,2,11,27,0.7918486171761281,10,3.5,0.17,0.1,0.6,0.3,27.71,10.2,-2.0,6.0,4.5,56.41
4885,BHMMBMMBX01,687,20.0000347,78.00000286,577,car,average,6,1,2016-11-27,14:31:00,2,1.0,14,31,11,27,0.8398835516739447,5,3.5,0.17,0.1,0.6,0.2,14.7,5.1,-1.0,3.0,1.0,27.8
4886,BHMMBMMBX01,687,20.0000347,78.00000286,586,car,low,3,1,2016-11-27,15:01:00,1,1.0,15,1,11,27,0.8529839883551674,5,4.2,0.11,0.05,0.6,0.2,17.91,1.65,-0.25,3.0,1.0,28.31
4887,BHMMBMMBX01,687,20.0000347,78.00000286,572,car,low,4,1,2016-11-27,15:32:00,1,1.0,15,32,11,27,0.8326055312954876,5,4.2,0.13,0.05,0.6,0.2,17.48,2.6,-0.25,3.0,1.0,28.83
4888,BHMMBMMBX01,687,20.0000347,78.00000286,537,car,average,4,1,2016-11-27,16:01:00,2,1.0,16,1,11,27,0.7816593886462883,5,3.5,0.13,0.1,0.6,0.2,13.68,2.6,-1.0,3.0,1.0,24.28
4889,BHMMBMMBX01,687,20.0000347,78.00000286,495,car,low,3,1,2016-11-27,16:32:00,1,1.0,16,32,11,27,0.7205240174672489,5,4.2,0.11,0.05,0.6,0.2,15.13,1.65,-0.25,3.0,1.0,25.53
4890,BHMMBMMBX01,687,20.0000347,78.00000286,217,bike,low,1,0,2016-11-28,08:01:00,1,0.5,8,1,11,28,0.3158660844250364,3,3.0,0.07,0.05,0.3,0.1,2.84,0.21,-0.15,0.0,0.15,6.05
4891,BHMMBMMBX01,687,20.0000347,78.00000286,257,car,low,1,0,2016-11-28,08:32:00,1,1.0,8,32,11,28,0.37409024745269287,5,3.0,0.07,0.05,0.3,0.2,5.61,0.35,-0.25,0.0,1.0,11.71
4892,BHMMBMMBX01,687,20.0000347,78.00000286,307,car,low,2,0,2016-11-28,09:02:00,1,1.0,9,2,11,28,0.4468704512372635,5,3.0,0.09,0.05,0.3,0.2,6.7,0.9,-0.25,0.0,1.0,13.35
4893,BHMMBMMBX01,687,20.0000347,78.00000286,343,bike,low,2,0,2016-11-28,09:28:00,1,0.5,9,28,11,28,0.4992721979621543,3,3.0,0.09,0.05,0.3,0.1,4.49,0.54,-0.15,0.0,0.15,8.03
4894,BHMMBMMBX01,687,20.0000347,78.00000286,390,car,low,3,0,2016-11-28,10:01:00,1,1.0,10,1,11,28,0.5676855895196506,5,3.0,0.11,0.05,0.3,0.2,8.52,1.65,-0.25,0.0,1.0,15.92
4895,BHMMBMMBX01,687,20.0000347,78.00000286,444,car,average,4,0,2016-11-28,10:32:00,2,1.0,10,32,11,28,0.6462882096069869,5,2.5,0.13,0.1,0.3,0.2,8.08,2.6,-1.0,0.0,1.0,15.68
4896,BHMMBMMBX01,687,20.0000347,78.00000286,479,car,average,5,0,2016-11-28,11:01:00,2,1.0,11,1,11,28,0.6972343522561864,5,1.5,0.15,0.1,0.3,0.2,5.23,3.75,-1.0,0.0,1.0,13.98
4897,BHMMBMMBX01,687,20.0000347,78.00000286,518,bike,average,5,0,2016-11-28,11:32:00,2,0.5,11,32,11,28,0.7540029112081513,3,1.5,0.15,0.1,0.3,0.1,3.39,2.25,-0.6,0.0,0.15,8.19
4898,BHMMBMMBX01,687,20.0000347,78.00000286,531,bike,high,9,0,2016-11-28,12:01:00,3,0.5,12,1,11,28,0.7729257641921398,3,1.2,0.23,0.15,0.3,0.1,2.78,6.21,-1.35,0.0,0.15,10.79
4899,BHMMBMMBX01,687,20.0000347,78.00000286,533,bike,high,8,0,2016-11-28,12:28:00,3,0.5,12,28,11,28,0.7758369723435226,3,1.2,0.21,0.15,0.3,0.1,2.79,5.04,-1.35,0.0,0.15,9.63
4900,BHMMBMMBX01,687,20.0000347,78.00000286,367,car,high,7,0,2016-11-28,13:02:00,3,1.0,13,2,11,28,0.5342066957787481,5,1.2,0.19,0.15,0.3,0.2,3.21,6.65,-2.25,0.0,1.0,13.61
4901,BHMMBMMBX01,687,20.0000347,78.00000286,378,car,high,7,0,2016-11-28,13:31:00,3,1.0,13,31,11,28,0.5502183406113537,5,1.2,0.19,0.15,0.3,0.2,3.3,6.65,-2.25,0.0,1.0,13.7
4902,BHMMBMMBX01,687,20.0000347,78.00000286,366,car,average,4,0,2016-11-28,14:02:00,2,1.0,14,2,11,28,0.5327510917030568,5,1.5,0.13,0.1,0.3,0.2,4.0,2.6,-1.0,0.0,1.0,11.6
4903,BHMMBMMBX01,687,20.0000347,78.00000286,356,car,average,4,0,2016-11-28,14:32:00,2,1.0,14,32,11,28,0.5181950509461426,5,1.5,0.13,0.1,0.3,0.2,3.89,2.6,-1.0,0.0,1.0,11.49
4904,BHMMBMMBX01,687,20.0000347,78.00000286,344,bike,low,3,0,2016-11-28,15:02:00,1,0.5,15,2,11,28,0.5007278020378457,3,1.8,0.11,0.05,0.3,0.1,2.7,0.99,-0.15,0.0,0.15,6.69
4905,BHMMBMMBX01,687,20.0000347,78.00000286,307,bike,low,3,0,2016-11-28,15:41:00,1,0.5,15,41,11,28,0.4468704512372635,3,1.8,0.11,0.05,0.3,0.1,2.41,0.99,-0.15,0.0,0.15,6.4
4906,BHMMBMMBX01,687,20.0000347,78.00000286,284,car,low,2,0,2016-11-28,16:02:00,1,1.0,16,2,11,28,0.413391557496361,5,1.8,0.09,0.05,0.3,0.2,3.72,0.9,-0.25,0.0,1.0,10.37
4907,BHMMBMMBX01,687,20.0000347,78.00000286,270,car,low,1,0,2016-11-28,16:28:00,1,1.0,16,28,11,28,0.3930131004366812,5,1.8,0.07,0.05,0.3,0.2,3.54,0.35,-0.25,0.0,1.0,9.64
4908,BHMMBMMBX01,687,20.0000347,78.00000286,249,bike,low,2,0,2016-11-29,07:55:00,1,0.5,7,55,11,29,0.3624454148471616,3,3.0,0.09,0.05,0.3,0.1,3.26,0.54,-0.15,0.0,0.15,6.8
4909,BHMMBMMBX01,687,20.0000347,78.00000286,279,bike,low,2,0,2016-11-29,08:28:00,1,0.5,8,28,11,29,0.40611353711790393,3,3.0,0.09,0.05,0.3,0.1,3.66,0.54,-0.15,0.0,0.15,7.2
4910,BHMMBMMBX01,687,20.0000347,78.00000286,339,car,average,3,0,2016-11-29,09:02:00,2,1.0,9,2,11,29,0.49344978165938863,5,2.5,0.11,0.1,0.3,0.2,6.17,1.65,-1.0,0.0,1.0,12.82
4911,BHMMBMMBX01,687,20.0000347,78.00000286,378,car,average,3,0,2016-11-29,09:28:00,2,1.0,9,28,11,29,0.5502183406113537,5,2.5,0.11,0.1,0.3,0.2,6.88,1.65,-1.0,0.0,1.0,13.53
4912,BHMMBMMBX01,687,20.0000347,78.00000286,445,bike,low,3,0,2016-11-29,10:01:00,1,0.5,10,1,11,29,0.6477438136826783,3,3.0,0.11,0.05,0.3,0.1,5.83,0.99,-0.15,0.0,0.15,9.82
4913,BHMMBMMBX01,687,20.0000347,78.00000286,488,truck,low,3,0,2016-11-29,10:28:00,1,1.5,10,28,11,29,0.710334788937409,10,3.0,0.11,0.05,0.3,0.3,21.31,3.3,-0.5,0.0,4.5,38.61
4914,BHMMBMMBX01,687,20.0000347,78.00000286,535,car,average,5,0,2016-11-29,11:01:00,2,1.0,11,1,11,29,0.7787481804949054,5,1.5,0.15,0.1,0.3,0.2,5.84,3.75,-1.0,0.0,1.0,14.59
4915,BHMMBMMBX01,687,20.0000347,78.00000286,571,car,high,8,0,2016-11-29,11:28:00,3,1.0,11,28,11,29,0.8311499272197962,5,1.2,0.21,0.15,0.3,0.2,4.99,8.4,-2.25,0.0,1.0,17.14
4916,BHMMBMMBX01,687,20.0000347,78.00000286,598,car,average,6,0,2016-11-29,11:55:00,2,1.0,11,55,11,29,0.8704512372634643,5,1.5,0.17,0.1,0.3,0.2,6.53,5.1,-1.0,0.0,1.0,16.63
4917,BHMMBMMBX01,687,20.0000347,78.00000286,605,bike,average,6,0,2016-11-29,12:28:00,2,0.5,12,28,11,29,0.8806404657933042,3,1.5,0.17,0.1,0.3,0.1,3.96,3.06,-0.6,0.0,0.15,9.57
4918,BHMMBMMBX01,687,20.0000347,78.00000286,636,car,high,8,0,2016-11-29,13:02:00,3,1.0,13,2,11,29,0.925764192139738,5,1.2,0.21,0.15,0.3,0.2,5.55,8.4,-2.25,0.0,1.0,17.7
4919,BHMMBMMBX01,687,20.0000347,78.00000286,625,car,average,6,0,2016-11-29,13:28:00,2,1.0,13,28,11,29,0.9097525473071325,5,1.5,0.17,0.1,0.3,0.2,6.82,5.1,-1.0,0.0,1.0,16.92
4920,BHMMBMMBX01,687,20.0000347,78.00000286,625,car,average,5,0,2016-11-29,14:01:00,2,1.0,14,1,11,29,0.9097525473071325,5,1.5,0.15,0.1,0.3,0.2,6.82,3.75,-1.0,0.0,1.0,15.57
4921,BHMMBMMBX01,687,20.0000347,78.00000286,615,car,average,4,0,2016-11-29,14:28:00,2,1.0,14,28,11,29,0.8951965065502183,5,1.5,0.13,0.1,0.3,0.2,6.71,2.6,-1.0,0.0,1.0,14.31
4922,BHMMBMMBX01,687,20.0000347,78.00000286,605,bike,high,6,0,2016-11-29,14:55:00,3,0.5,14,55,11,29,0.8806404657933042,3,1.2,0.17,0.15,0.3,0.1,3.17,3.06,-1.35,0.0,0.15,8.03
4923,BHMMBMMBX01,687,20.0000347,78.00000286,562,bike,low,3,0,2016-11-29,15:28:00,1,0.5,15,28,11,29,0.8180494905385735,3,1.8,0.11,0.05,0.3,0.1,4.42,0.99,-0.15,0.0,0.15,8.41
4924,BHMMBMMBX01,687,20.0000347,78.00000286,518,car,low,2,0,2016-11-29,16:02:00,1,1.0,16,2,11,29,0.7540029112081513,5,1.8,0.09,0.05,0.3,0.2,6.79,0.9,-0.25,0.0,1.0,13.44
4925,BHMMBMMBX01,687,20.0000347,78.00000286,470,car,low,2,0,2016-11-29,16:28:00,1,1.0,16,28,11,29,0.6841339155749636,5,1.8,0.09,0.05,0.3,0.2,6.16,0.9,-0.25,0.0,1.0,12.81
4926,BHMMBMMBX01,687,20.0000347,78.00000286,255,car,average,2,0,2016-11-30,08:02:00,2,1.0,8,2,11,30,0.37117903930131,5,2.5,0.09,0.1,0.3,0.2,4.64,0.9,-1.0,0.0,1.0,10.54
4927,BHMMBMMBX01,687,20.0000347,78.00000286,278,truck,low,2,0,2016-11-30,08:28:00,1,1.5,8,28,11,30,0.40465793304221254,10,3.0,0.09,0.05,0.3,0.3,12.14,1.8,-0.5,0.0,4.5,27.94
4928,BHMMBMMBX01,687,20.0000347,78.00000286,341,car,average,3,0,2016-11-30,09:01:00,2,1.0,9,1,11,30,0.4963609898107715,5,2.5,0.11,0.1,0.3,0.2,6.2,1.65,-1.0,0.0,1.0,12.85
4929,BHMMBMMBX01,687,20.0000347,78.00000286,379,car,low,2,0,2016-11-30,09:28:00,1,1.0,9,28,11,30,0.5516739446870451,5,3.0,0.09,0.05,0.3,0.2,8.28,0.9,-0.25,0.0,1.0,14.93
4930,BHMMBMMBX01,687,20.0000347,78.00000286,434,cycle,low,4,0,2016-11-30,10:01:00,1,0.3,10,1,11,30,0.6317321688500728,2,3.0,0.13,0.05,0.3,0.06,3.79,1.04,-0.1,0.0,0.04,6.77
4931,BHMMBMMBX01,687,20.0000347,78.00000286,472,bike,low,3,0,2016-11-30,10:28:00,1,0.5,10,28,11,30,0.6870451237263464,3,3.0,0.11,0.05,0.3,0.1,6.18,0.99,-0.15,0.0,0.15,10.17
4932,BHMMBMMBX01,687,20.0000347,78.00000286,525,cycle,average,5,0,2016-11-30,10:55:00,2,0.3,10,55,11,30,0.7641921397379913,2,2.5,0.15,0.1,0.3,0.06,3.82,1.5,-0.4,0.0,0.04,6.96
4933,BHMMBMMBX01,687,20.0000347,78.00000286,553,car,average,6,0,2016-11-30,11:28:00,2,1.0,11,28,11,30,0.8049490538573508,5,1.5,0.17,0.1,0.3,0.2,6.04,5.1,-1.0,0.0,1.0,16.14
4934,BHMMBMMBX01,687,20.0000347,78.00000286,572,car,high,8,0,2016-11-30,12:01:00,3,1.0,12,1,11,30,0.8326055312954876,5,1.2,0.21,0.15,0.3,0.2,5.0,8.4,-2.25,0.0,1.0,17.15
4935,BHMMBMMBX01,687,20.0000347,78.00000286,573,car,high,9,0,2016-11-30,12:28:00,3,1.0,12,28,11,30,0.834061135371179,5,1.2,0.23,0.15,0.3,0.2,5.0,10.35,-2.25,0.0,1.0,19.1
4936,BHMMBMMBX01,687,20.0000347,78.00000286,592,cycle,high,8,0,2016-11-30,13:01:00,3,0.3,13,1,11,30,0.8617176128093159,2,1.2,0.21,0.15,0.3,0.06,2.07,3.36,-0.9,0.0,0.04,6.56
4937,BHMMBMMBX01,687,20.0000347,78.00000286,608,bike,high,8,0,2016-11-30,13:28:00,3,0.5,13,28,11,30,0.8850072780203785,3,1.2,0.21,0.15,0.3,0.1,3.19,5.04,-1.35,0.0,0.15,10.03
4938,BHMMBMMBX01,687,20.0000347,78.00000286,626,car,average,5,0,2016-11-30,14:01:00,2,1.0,14,1,11,30,0.9112081513828238,5,1.5,0.15,0.1,0.3,0.2,6.83,3.75,-1.0,0.0,1.0,15.58
4939,BHMMBMMBX01,687,20.0000347,78.00000286,629,car,average,4,0,2016-11-30,14:28:00,2,1.0,14,28,11,30,0.9155749636098981,5,1.5,0.13,0.1,0.3,0.2,6.87,2.6,-1.0,0.0,1.0,14.47
4940,BHMMBMMBX01,687,20.0000347,78.00000286,582,car,low,3,0,2016-11-30,15:01:00,1,1.0,15,1,11,30,0.8471615720524017,5,1.8,0.11,0.05,0.3,0.2,7.62,1.65,-0.25,0.0,1.0,15.02
4941,BHMMBMMBX01,687,20.0000347,78.00000286,553,car,low,2,0,2016-11-30,15:28:00,1,1.0,15,28,11,30,0.8049490538573508,5,1.8,0.09,0.05,0.3,0.2,7.24,0.9,-0.25,0.0,1.0,13.89
4942,BHMMBMMBX01,687,20.0000347,78.00000286,498,cycle,low,2,0,2016-11-30,16:01:00,1,0.3,16,1,11,30,0.7248908296943232,2,1.8,0.09,0.05,0.3,0.06,2.61,0.36,-0.1,0.0,0.04,4.91
4943,BHMMBMMBX01,687,20.0000347,78.00000286,461,car,low,2,0,2016-11-30,16:28:00,1,1.0,16,28,11,30,0.6710334788937409,5,1.8,0.09,0.05,0.3,0.2,6.04,0.9,-0.25,0.0,1.0,12.69
4944,BHMMBMMBX01,687,20.0000347,78.00000286,422,car,low,3,0,2016-12-01,08:05:00,1,1.0,8,5,12,1,0.6142649199417758,5,3.0,0.11,0.05,0.3,0.2,9.21,1.65,-0.25,0.0,1.0,16.61
4945,BHMMBMMBX01,687,20.0000347,78.00000286,446,cycle,low,2,0,2016-12-01,08:25:00,1,0.3,8,25,12,1,0.6491994177583698,2,3.0,0.09,0.05,0.3,0.06,3.9,0.36,-0.1,0.0,0.04,6.19
4946,BHMMBMMBX01,687,20.0000347,78.00000286,512,car,low,2,0,2016-12-01,08:58:00,1,1.0,8,58,12,1,0.745269286754003,5,3.0,0.09,0.05,0.3,0.2,11.18,0.9,-0.25,0.0,1.0,17.83
4947,BHMMBMMBX01,687,20.0000347,78.00000286,545,car,low,2,0,2016-12-01,09:25:00,1,1.0,9,25,12,1,0.7933042212518195,5,3.0,0.09,0.05,0.3,0.2,11.9,0.9,-0.25,0.0,1.0,18.55
4948,BHMMBMMBX01,687,20.0000347,78.00000286,588,car,low,2,0,2016-12-01,09:58:00,1,1.0,9,58,12,1,0.8558951965065502,5,3.0,0.09,0.05,0.3,0.2,12.84,0.9,-0.25,0.0,1.0,19.49
4949,BHMMBMMBX01,687,20.0000347,78.00000286,647,car,average,4,0,2016-12-01,10:25:00,2,1.0,10,25,12,1,0.9417758369723436,5,2.5,0.13,0.1,0.3,0.2,11.77,2.6,-1.0,0.0,1.0,19.37
4950,BHMMBMMBX01,687,20.0000347,78.00000286,545,car,high,6,0,2016-12-01,10:58:00,3,1.0,10,58,12,1,0.7933042212518195,5,2.0,0.17,0.15,0.3,0.2,7.93,5.1,-2.25,0.0,1.0,16.78
4951,BHMMBMMBX01,687,20.0000347,78.00000286,571,car,high,8,0,2016-12-01,11:32:00,3,1.0,11,32,12,1,0.8311499272197962,5,1.2,0.21,0.15,0.3,0.2,4.99,8.4,-2.25,0.0,1.0,17.14
4952,BHMMBMMBX01,687,20.0000347,78.00000286,593,car,average,6,0,2016-12-01,11:58:00,2,1.0,11,58,12,1,0.8631732168850073,5,1.5,0.17,0.1,0.3,0.2,6.47,5.1,-1.0,0.0,1.0,16.57
4953,BHMMBMMBX01,687,20.0000347,78.00000286,633,cycle,high,9,0,2016-12-01,12:25:00,3,0.3,12,25,12,1,0.9213973799126638,2,1.2,0.23,0.15,0.3,0.06,2.21,4.14,-0.9,0.0,0.04,7.49
4954,BHMMBMMBX01,687,20.0000347,78.00000286,651,car,high,9,0,2016-12-01,12:58:00,3,1.0,12,58,12,1,0.9475982532751092,5,1.2,0.23,0.15,0.3,0.2,5.69,10.35,-2.25,0.0,1.0,19.79
4955,BHMMBMMBX01,687,20.0000347,78.00000286,665,car,high,7,0,2016-12-01,13:25:00,3,1.0,13,25,12,1,0.9679767103347889,5,1.2,0.19,0.15,0.3,0.2,5.81,6.65,-2.25,0.0,1.0,16.21
4956,BHMMBMMBX01,687,20.0000347,78.00000286,681,car,average,6,0,2016-12-01,13:58:00,2,1.0,13,58,12,1,0.9912663755458515,5,1.5,0.17,0.1,0.3,0.2,7.43,5.1,-1.0,0.0,1.0,17.53
4957,BHMMBMMBX01,687,20.0000347,78.00000286,659,bike,average,5,0,2016-12-01,14:25:00,2,0.5,14,25,12,1,0.9592430858806404,3,1.5,0.15,0.1,0.3,0.1,4.32,2.25,-0.6,0.0,0.15,9.12
4958,BHMMBMMBX01,687,20.0000347,78.00000286,628,bike,average,4,0,2016-12-01,14:58:00,2,0.5,14,58,12,1,0.9141193595342066,3,1.5,0.13,0.1,0.3,0.1,4.11,1.56,-0.6,0.0,0.15,8.22
4959,BHMMBMMBX01,687,20.0000347,78.00000286,604,car,average,3,0,2016-12-01,15:25:00,2,1.0,15,25,12,1,0.8791848617176128,5,1.5,0.11,0.1,0.3,0.2,6.59,1.65,-1.0,0.0,1.0,13.24
4960,BHMMBMMBX01,687,20.0000347,78.00000286,589,car,average,3,0,2016-12-01,15:58:00,2,1.0,15,58,12,1,0.8573508005822417,5,1.5,0.11,0.1,0.3,0.2,6.43,1.65,-1.0,0.0,1.0,13.08
4961,BHMMBMMBX01,687,20.0000347,78.00000286,561,car,low,2,0,2016-12-01,16:25:00,1,1.0,16,25,12,1,0.8165938864628821,5,1.8,0.09,0.05,0.3,0.2,7.35,0.9,-0.25,0.0,1.0,14.0
4962,BHMMBMMBX01,687,20.0000347,78.00000286,446,car,low,2,0,2016-12-02,07:55:00,1,1.0,7,55,12,2,0.6491994177583698,5,3.0,0.09,0.05,0.3,0.2,9.74,0.9,-0.25,0.0,1.0,16.39
