SystemCodeNumber_BHMBCCMKT01,SystemCodeNumber_BHMBCCTHL01,SystemCodeNumber_BHMEURBRD01,SystemCodeNumber_BHMMBMMBX01,SystemCodeNumber_BHMNCPHST01,SystemCodeNumber_BHMNCPNST01,SystemCodeNumber_Broad Street,SystemCodeNumber_Others-CCCPS105a,SystemCodeNumber_Others-CCCPS119a,SystemCodeNumber_Others-CCCPS135a,SystemCodeNumber_Others-CCCPS202,SystemCodeNumber_Others-CCCPS8,SystemCodeNumber_Others-CCCPS98,SystemCodeNumber_Shopping,TrafficConditionNearby,Capacity,Occupancy,VehicleType,QueueLength,IsSpecialDay,Month,Date,Hour,Minute,Price
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1200.0,394.0,1.0,7.0,0.0,10.0,8.0,12.0,30.0,60.85
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,690.0,127.0,1.0,6.0,0.0,10.0,8.0,12.0,30.0,61.24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2009.0,1104.0,1.0,9.0,0.0,10.0,8.0,12.0,30.0,61.47
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2803.0,457.0,2.0,8.0,0.0,10.0,8.0,12.0,30.0,9.09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3883.0,1396.0,1.0,7.0,0.0,10.0,8.0,12.0,30.0,62.12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2937.0,611.0,1.0,9.0,0.0,10.0,8.0,12.0,30.0,62.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1322.0,607.0,1.0,8.0,0.0,10.0,8.0,12.0,30.0,62.91
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3103.0,898.0,1.0,8.0,0.0,10.0,8.0,12.0,30.0,63.46
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1920.0,805.0,1.0,9.0,0.0,10.0,8.0,12.0,30.0,63.81
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,577.0,348.0,1.0,7.0,0.0,10.0,8.0,13.0,4.0,64.32
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,387.0,301.0,1.0,7.0,0.0,10.0,8.0,13.0,4.0,65.04
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,470.0,116.0,0.0,6.0,0.0,10.0,8.0,13.0,4.0,18.61
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,687.0,529.0,0.0,7.0,0.0,10.0,8.0,13.0,4.0,18.9
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1200.0,435.0,0.0,7.0,0.0,10.0,8.0,13.0,4.0,19.83
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,485.0,225.0,1.0,6.0,0.0,10.0,8.0,13.0,4.0,65.97
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,690.0,141.0,1.0,6.0,0.0,10.0,8.0,13.0,4.0,66.53
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2009.0,1201.0,0.0,8.0,0.0,10.0,8.0,13.0,4.0,20.26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2803.0,502.0,1.0,8.0,0.0,10.0,8.0,13.0,4.0,66.77
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3883.0,1479.0,2.0,9.0,0.0,10.0,8.0,13.0,4.0,9.28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2937.0,667.0,1.0,8.0,0.0,10.0,8.0,13.0,4.0,66.99
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1322.0,672.0,1.0,8.0,0.0,10.0,8.0,13.0,4.0,67.26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3103.0,955.0,0.0,5.0,0.0,10.0,8.0,13.0,4.0,20.98
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1920.0,855.0,1.0,8.0,0.0,10.0,8.0,13.0,4.0,67.87
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,577.0,357.0,1.0,7.0,0.0,10.0,8.0,13.0,30.0,68.41
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,387.0,330.0,1.0,5.0,0.0,10.0,8.0,13.0,30.0,69.15
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,470.0,126.0,1.0,6.0,0.0,10.0,8.0,13.0,30.0,70.43
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,687.0,539.0,1.0,8.0,0.0,10.0,8.0,13.0,30.0,70.75
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1200.0,451.0,3.0,7.0,0.0,10.0,8.0,13.0,30.0,18.31
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,485.0,240.0,1.0,6.0,0.0,10.0,8.0,13.0,30.0,71.69
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,690.0,150.0,0.0,7.0,0.0,10.0,8.0,13.0,30.0,21.44
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2009.0,1257.0,1.0,8.0,0.0,10.0,8.0,13.0,30.0,72.28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2803.0,542.0,1.0,7.0,0.0,10.0,8.0,13.0,30.0,73.04
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3883.0,1501.0,1.0,9.0,0.0,10.0,8.0,13.0,30.0,73.27
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2937.0,720.0,1.0,6.0,0.0,10.0,8.0,13.0,30.0,73.73
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1322.0,718.0,1.0,6.0,0.0,10.0,8.0,13.0,30.0,74.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3103.0,991.0,0.0,8.0,0.0,10.0,8.0,13.0,30.0,21.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1920.0,875.0,0.0,6.0,0.0,10.0,8.0,13.0,30.0,22.08
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,577.0,395.0,0.0,4.0,0.0,10.0,8.0,14.0,3.0,22.77
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,387.0,341.0,2.0,3.0,0.0,10.0,8.0,14.0,3.0,9.74
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,470.0,135.0,1.0,3.0,0.0,10.0,8.0,14.0,3.0,74.91
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,687.0,572.0,0.0,5.0,0.0,10.0,8.0,14.0,3.0,23.79
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1200.0,479.0,1.0,4.0,0.0,10.0,8.0,14.0,3.0,75.34
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,485.0,257.0,1.0,3.0,0.0,10.0,8.0,14.0,3.0,75.94
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,690.0,160.0,1.0,3.0,0.0,10.0,8.0,14.0,3.0,76.74
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2009.0,1337.0,1.0,5.0,0.0,10.0,8.0,14.0,3.0,77.09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2803.0,570.0,1.0,4.0,0.0,10.0,8.0,14.0,3.0,78.08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3883.0,1551.0,0.0,5.0,0.0,10.0,8.0,14.0,3.0,25.04
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2937.0,758.0,1.0,5.0,0.0,10.0,8.0,14.0,3.0,78.39
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1322.0,765.0,1.0,5.0,0.0,10.0,8.0,14.0,3.0,78.78
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3103.0,1058.0,1.0,7.0,0.0,10.0,8.0,14.0,3.0,79.64
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1920.0,917.0,1.0,5.0,0.0,10.0,8.0,14.0,3.0,80.05
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,577.0,400.0,1.0,4.0,0.0,10.0,8.0,14.0,30.0,80.77
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,387.0,345.0,1.0,4.0,0.0,10.0,8.0,14.0,30.0,81.81
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,470.0,141.0,1.0,4.0,0.0,10.0,8.0,14.0,30.0,83.15
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,687.0,593.0,3.0,4.0,0.0,10.0,8.0,14.0,30.0,18.76
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1200.0,497.0,1.0,5.0,0.0,10.0,8.0,14.0,30.0,83.6
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,485.0,272.0,1.0,4.0,0.0,10.0,8.0,14.0,30.0,84.22
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,690.0,168.0,1.0,4.0,0.0,10.0,8.0,14.0,30.0,85.06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2009.0,1388.0,1.0,5.0,0.0,10.0,8.0,14.0,30.0,85.42
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2803.0,579.0,1.0,5.0,0.0,10.0,8.0,14.0,30.0,86.46
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3883.0,1579.0,1.0,5.0,0.0,10.0,8.0,14.0,30.0,86.77
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2937.0,785.0,1.0,4.0,0.0,10.0,8.0,14.0,30.0,87.38
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1322.0,795.0,3.0,4.0,0.0,10.0,8.0,14.0,30.0,20.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3103.0,1099.0,1.0,5.0,0.0,10.0,8.0,14.0,30.0,87.78
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1920.0,925.0,1.0,5.0,0.0,10.0,8.0,14.0,30.0,88.31
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,577.0,395.0,1.0,4.0,0.0,10.0,8.0,14.0,57.0,89.04
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,387.0,337.0,1.0,4.0,0.0,10.0,8.0,14.0,57.0,90.06
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,470.0,161.0,1.0,3.0,0.0,10.0,8.0,14.0,57.0,91.37
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,687.0,600.0,1.0,4.0,0.0,10.0,8.0,14.0,57.0,91.88
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1200.0,526.0,0.0,4.0,0.0,10.0,8.0,14.0,57.0,25.64
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,485.0,275.0,1.0,4.0,0.0,10.0,8.0,14.0,57.0,93.19
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,690.0,187.0,1.0,3.0,0.0,10.0,8.0,14.0,57.0,94.04
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2009.0,1387.0,1.0,5.0,0.0,10.0,8.0,14.0,57.0,94.45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2803.0,580.0,1.0,4.0,0.0,10.0,8.0,14.0,57.0,95.49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3883.0,1600.0,1.0,5.0,0.0,10.0,8.0,14.0,57.0,95.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2937.0,799.0,0.0,5.0,0.0,10.0,8.0,14.0,57.0,26.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1322.0,787.0,1.0,5.0,0.0,10.0,8.0,14.0,57.0,96.41
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3103.0,1118.0,1.0,5.0,0.0,10.0,8.0,14.0,57.0,97.31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1920.0,954.0,1.0,4.0,0.0,10.0,8.0,14.0,57.0,97.85
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,577.0,406.0,1.0,3.0,0.0,10.0,8.0,15.0,30.0,98.59
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,344.0,2.0,2.0,0.0,10.0,8.0,15.0,30.0,11.06
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,470.0,158.0,2.0,3.0,0.0,10.0,8.0,15.0,30.0,12.66
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.0,614.0,2.0,3.0,0.0,10.0,8.0,15.0,30.0,13.17
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1200.0,513.0,1.0,3.0,0.0,10.0,8.0,15.0,30.0,99.65
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,485.0,273.0,2.0,3.0,0.0,10.0,8.0,15.0,30.0,14.78
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,690.0,185.0,1.0,2.0,0.0,10.0,8.0,15.0,30.0,100.29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,1421.0,0.0,3.0,0.0,10.0,8.0,15.0,30.0,26.71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2803.0,575.0,1.0,2.0,0.0,10.0,8.0,15.0,30.0,100.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3883.0,1577.0,3.0,3.0,0.0,10.0,8.0,15.0,30.0,20.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2937.0,802.0,2.0,3.0,0.0,10.0,8.0,15.0,30.0,15.62
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1322.0,807.0,1.0,3.0,0.0,10.0,8.0,15.0,30.0,101.06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3103.0,1118.0,1.0,3.0,0.0,10.0,8.0,15.0,30.0,102.16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1920.0,924.0,1.0,3.0,0.0,10.0,8.0,15.0,30.0,102.81
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,275.0,1.0,3.0,0.0,10.0,8.0,15.0,57.0,103.67
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,381.0,1.0,2.0,0.0,10.0,8.0,16.0,4.0,104.69
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,338.0,1.0,2.0,0.0,10.0,8.0,16.0,4.0,105.88
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,170.0,1.0,2.0,0.0,10.0,8.0,16.0,4.0,107.46
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.0,612.0,2.0,2.0,0.0,10.0,8.0,16.0,4.0,16.11
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,482.0,3.0,2.0,0.0,10.0,8.0,16.0,4.0,21.69
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,197.0,1.0,2.0,0.0,10.0,8.0,16.0,4.0,108.11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,1393.0,0.0,2.0,0.0,10.0,8.0,16.0,4.0,27.98
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2803.0,573.0,0.0,2.0,0.0,10.0,8.0,16.0,4.0,29.23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3883.0,1464.0,1.0,2.0,0.0,10.0,8.0,16.0,4.0,108.62
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2937.0,810.0,1.0,3.0,0.0,10.0,8.0,16.0,4.0,109.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1322.0,781.0,3.0,2.0,0.0,10.0,8.0,16.0,4.0,22.41
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3103.0,1122.0,3.0,2.0,0.0,10.0,8.0,16.0,4.0,23.47
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1920.0,865.0,0.0,2.0,0.0,10.0,8.0,16.0,4.0,29.6
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,365.0,3.0,2.0,0.0,10.0,8.0,16.0,30.0,24.12
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,387.0,296.0,3.0,3.0,0.0,10.0,8.0,16.0,30.0,25.26
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,180.0,3.0,1.0,0.0,10.0,8.0,16.0,30.0,26.41
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,687.0,610.0,2.0,3.0,0.0,10.0,8.0,16.0,30.0,17.72
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1200.0,433.0,1.0,2.0,0.0,10.0,8.0,16.0,30.0,109.71
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,275.0,0.0,2.0,0.0,10.0,8.0,16.0,30.0,30.41
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,213.0,1.0,2.0,0.0,10.0,8.0,16.0,30.0,110.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,1337.0,1.0,3.0,0.0,10.0,8.0,16.0,30.0,110.81
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2803.0,537.0,1.0,2.0,0.0,10.0,8.0,16.0,30.0,112.01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3883.0,1322.0,1.0,2.0,0.0,10.0,8.0,16.0,30.0,112.29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2937.0,784.0,3.0,3.0,0.0,10.0,8.0,16.0,30.0,27.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1322.0,727.0,0.0,2.0,0.0,10.0,8.0,16.0,30.0,31.43
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3103.0,1126.0,3.0,2.0,0.0,10.0,8.0,16.0,30.0,27.58
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1920.0,782.0,0.0,2.0,0.0,10.0,8.0,16.0,30.0,32.42
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,42.0,1.0,2.0,1.0,10.0,9.0,8.0,4.0,5.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,89.0,1.0,2.0,1.0,10.0,9.0,8.0,4.0,5.31
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,42.0,0.0,2.0,1.0,10.0,9.0,8.0,4.0,3.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.0,288.0,1.0,2.0,1.0,10.0,9.0,8.0,4.0,6.27
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,102.0,0.0,2.0,1.0,10.0,9.0,8.0,4.0,3.38
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,485.0,228.0,1.0,3.0,1.0,10.0,9.0,8.0,4.0,8.03
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,690.0,69.0,1.0,2.0,1.0,10.0,9.0,8.0,4.0,9.68
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,639.0,1.0,3.0,1.0,10.0,9.0,8.0,4.0,10.03
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2803.0,101.0,0.0,2.0,1.0,10.0,9.0,8.0,4.0,3.73
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3883.0,561.0,0.0,2.0,1.0,10.0,9.0,8.0,4.0,3.88
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2937.0,386.0,1.0,4.0,1.0,10.0,9.0,8.0,4.0,11.36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1322.0,351.0,1.0,3.0,1.0,10.0,9.0,8.0,4.0,11.82
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3103.0,528.0,3.0,3.0,1.0,10.0,9.0,8.0,4.0,10.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1920.0,285.0,2.0,4.0,1.0,10.0,9.0,8.0,4.0,2.0
